Country,Year,Suicides number,Life expectancy,Adult Mortality,Infant deaths,Alcohol,Under-five deaths,HIV/AIDS,GDP,Population,Income composition of resources,Schooling
Maldives,2010,1.0,76.7,73.0,0,1.83,0,0.1,633.79498,367.0,0.653,11.6
Maldives,2011,2.0,77.3,67.0,0,1.92,0,0.1,6497.55443,377.0,0.663,11.8
Malta,2000,23.0,77.5,8.0,0,5.59,0,0.1,1139.5651,3987.0,0.779,13.8
Malta,2001,30.0,77.8,79.0,0,5.62,0,0.1,1121.78636,39328.0,0.783,13.7
Malta,2002,19.0,78.2,75.0,0,5.73,0,0.1,11843.9392,395969.0,0.786,13.8
Malta,2003,20.0,78.5,71.0,0,6.7,0,0.1,13689.98999,398582.0,0.79,13.8
Malta,2004,24.0,78.7,69.0,0,6.53,0,0.1,1519.5497,41268.0,0.797,14.2
Malta,2005,19.0,79.0,67.0,0,6.41,0,0.1,15835.34667,43834.0,0.805,14.8
Malta,2006,26.0,79.3,66.0,0,8.84,0,0.1,16671.5672,4538.0,0.809,14.8
Malta,2007,26.0,79.6,65.0,0,7.45,0,0.1,19375.5696,46724.0,0.808,14.4
Malta,2008,14.0,80.0,64.0,0,7.14,0,0.1,21928.767,49379.0,0.813,14.6
Malta,2009,36.0,82.0,63.0,0,7.38,0,0.1,2675.58259,412477.0,0.815,14.4
Malta,2010,31.0,83.0,62.0,0,7.91,0,0.1,2187.79469,41458.0,0.819,14.6
Malta,2011,20.0,87.0,59.0,0,6.91,0,0.1,22821.847,416268.0,0.826,14.8
Malta,2012,25.0,81.0,58.0,0,7.67,0,0.1,2193.8836,419455.0,0.821,14.1
Malta,2013,22.0,81.1,57.0,0,8.58,0,0.1,2393.1888,423374.0,0.828,14.2
Malta,2014,32.0,81.4,55.0,0,8.49,0,0.1,2618.92599,427364.0,0.847,14.3
Malta,2015,34.0,81.7,54.0,0,8.49,0,0.1,23819.4636,431874.0,0.853,14.6
Mauritius,2000,137.0,71.0,177.0,0,4.6,0,0.1,3861.32414,1186873.0,0.667,12.1
Mauritius,2001,113.0,71.5,177.0,0,4.38,0,0.1,3792.182152,1196287.0,0.673,12.2
Mauritius,2002,131.0,71.5,179.0,0,4.14,0,0.1,3957.51296,124621.0,0.683,12.5
Mauritius,2003,88.0,71.5,174.0,0,4.08,0,0.1,4623.347642,121337.0,0.687,12.6
Mauritius,2004,97.0,71.9,168.0,0,4.16,0,0.1,5229.876738,12213.0,0.696,12.8
Mauritius,2005,102.0,72.1,168.0,0,3.94,0,0.1,5116.45424,1228254.0,0.704,13.0
Mauritius,2006,118.0,71.8,165.0,0,3.73,0,0.1,5695.969327,1233996.0,0.713,13.4
Mauritius,2007,127.0,72.9,161.0,0,3.24,0,0.1,6574.654338,123963.0,0.72,13.5
Mauritius,2008,84.0,72.7,166.0,0,2.49,0,0.1,83.635,1244121.0,0.728,13.6
Mauritius,2009,115.0,72.8,166.0,0,2.83,0,0.1,7318.12641,1247429.0,0.734,13.8
Mauritius,2010,98.0,73.3,163.0,0,2.95,0,0.2,8.376432,1254.0,0.74,14.0
Mauritius,2011,118.0,73.6,158.0,0,3.03,0,0.1,9197.26972,125244.0,0.748,14.1
Mauritius,2012,115.0,73.9,154.0,0,0.01,0,0.1,9291.227619,1255882.0,0.756,14.3
Mauritius,2013,98.0,74.1,147.0,0,0.01,0,0.1,9637.265,1258653.0,0.765,14.7
Mauritius,2014,120.0,74.2,148.0,0,0.01,0,0.1,1153.93822,126934.0,0.769,14.7
Mauritius,2015,104.0,74.6,146.0,0,0.01,0,0.1,9252.11724,126265.0,0.779,15.2
Mexico,2000,3456.0,74.8,129.0,55,4.99,66,0.1,672.92113,11719673.0,0.694,11.4
Mexico,2001,3760.0,75.0,126.0,52,4.86,62,0.1,731.378864,136768.0,0.7,11.6
Mexico,2002,3826.0,75.0,127.0,49,4.77,58,0.1,716.8219,1435568.0,0.703,11.6
Mexico,2003,4070.0,75.0,127.0,46,4.88,55,0.1,6751.998987,1564453.0,0.708,11.9
Mexico,2004,4056.0,75.4,124.0,44,4.9,52,0.1,7199.59665,16995583.0,0.714,12.1
Mexico,2005,4274.0,75.3,126.0,42,4.93,49,0.1,7986.798439,18472228.0,0.719,12.2
Mexico,2006,4230.0,75.8,125.0,40,5.11,47,0.1,8767.92258,1192378.0,0.723,12.2
Mexico,2007,4285.0,76.0,123.0,38,5.35,45,0.1,933.341687,111836346.0,0.731,12.3
Mexico,2008,4642.0,75.6,127.0,37,5.36,43,0.1,9689.52887,11366189.0,0.735,12.3
Mexico,2009,5023.0,75.7,13.0,36,5.27,42,0.1,7748.12331,11555228.0,0.738,12.5
Mexico,2010,4858.0,75.6,127.0,35,5.21,40,0.1,8959.581416,117318941.0,0.739,12.5
Mexico,2011,5558.0,76.1,124.0,34,5.3,39,0.1,9834.472689,119917.0,0.745,12.6
Mexico,2012,5381.0,76.3,123.0,33,5.29,38,0.1,982.532572,1282837.0,0.748,12.7
Mexico,2013,5711.0,76.6,12.0,32,5.23,37,0.1,1298.86766,122535969.0,0.753,12.9
Mexico,2014,6178.0,76.6,122.0,31,5.26,36,0.1,1452.27766,1242216.0,0.754,13.1
Mexico,2015,6234.0,76.7,122.0,30,5.26,35,0.1,9143.128494,12589949.0,0.758,13.3
Montenegro,2000,0.0,73.0,144.0,0,0.01,0,0.1,1627.42893,6495.0,0.0,0.0
Montenegro,2001,0.0,73.3,136.0,0,0.01,0,0.1,199.583957,67389.0,0.0,0.0
Montenegro,2002,0.0,73.4,136.0,0,0.01,0,0.1,216.243274,69828.0,0.0,0.0
Montenegro,2003,0.0,73.5,134.0,0,0.01,0,0.1,2789.1735,612267.0,0.0,0.0
Montenegro,2004,0.0,73.5,134.0,0,0.01,0,0.1,338.199535,613353.0,0.74,12.6
Montenegro,2005,118.0,73.6,133.0,0,0.01,0,0.1,3674.617924,614261.0,0.746,12.8
Montenegro,2006,0.0,73.8,13.0,0,5.38,0,0.1,4383.59597,61525.0,0.751,13.2
Montenegro,2007,121.0,74.2,125.0,0,4.98,0,0.1,5957.145693,615875.0,0.762,13.6
Montenegro,2008,126.0,74.6,121.0,0,6.17,0,0.1,7325.73474,616969.0,0.774,14.2
Montenegro,2009,107.0,75.0,117.0,0,6.45,0,0.1,6698.79439,618294.0,0.785,14.6
Morocco,2000,21.0,68.6,16.0,27,0.45,32,0.1,1332.382358,28849621.0,0.519,8.0
Morocco,2001,11.0,69.0,155.0,26,0.46,30,0.1,1336.775376,29181832.0,0.53,8.5
Morocco,2002,22.0,69.5,15.0,25,0.46,29,0.1,1413.757176,29512368.0,0.54,8.8
Morocco,2003,40.0,69.9,146.0,24,0.58,28,0.1,1721.973863,29843937.0,0.551,9.3
Morocco,2004,20.0,72.0,142.0,23,0.56,27,0.1,1948.812275,3179285.0,0.561,9.6
Morocco,2007,9.0,71.4,128.0,21,0.56,25,0.1,2494.353552,31225881.0,0.581,10.0
Morocco,2008,10.0,71.8,123.0,21,0.51,24,0.1,2884.94776,31596855.0,0.589,10.3
Morocco,2009,23.0,72.3,116.0,20,0.62,23,0.1,2861.5545,31989897.0,0.596,10.5
Morocco,2010,36.0,72.8,11.0,20,0.56,23,0.1,2834.2472,3249639.0,0.603,10.7
Morocco,2011,47.0,73.3,14.0,19,0.54,22,0.1,339.91616,32858823.0,0.612,11.2
Morocco,2012,149.0,73.6,99.0,19,0.55,22,0.1,294.746728,33333789.0,0.623,11.6
Morocco,2013,158.0,73.9,97.0,18,0.45,21,0.1,3111.762887,33824769.0,0.634,12.1
Morocco,2014,118.0,74.1,96.0,18,0.43,21,0.1,3154.513484,3431882.0,0.64,12.1
Netherlands,2000,1501.0,78.1,84.0,1,10.06,1,0.1,25921.12794,15925513.0,0.873,16.5
Netherlands,2001,1474.0,78.3,82.0,1,9.95,1,0.1,26584.12169,164618.0,0.878,16.7
Netherlands,2002,1570.0,78.4,81.0,1,9.68,1,0.1,28817.32321,16148929.0,0.882,16.9
Netherlands,2003,1502.0,78.7,8.0,1,9.56,1,0.1,35245.1647,1622532.0,0.881,16.5
Netherlands,2004,1514.0,79.2,77.0,1,9.56,1,0.1,39954.64222,16281779.0,0.885,16.5
Netherlands,2005,1574.0,79.4,72.0,1,9.69,1,0.1,41577.169,16319868.0,0.888,16.4
Netherlands,2006,1525.0,79.8,71.0,1,9.79,1,0.1,44453.97119,1634611.0,0.893,16.5
Netherlands,2007,1354.0,82.0,68.0,1,9.53,1,0.1,51241.31562,16381696.0,0.899,16.6
Netherlands,2008,1439.0,83.0,68.0,1,9.62,1,0.1,56928.8248,16445593.0,0.905,16.8
Netherlands,2009,1530.0,86.0,65.0,1,9.23,1,0.1,519.349,1653388.0,0.906,16.9
Netherlands,2010,1604.0,88.0,64.0,1,9.33,1,0.1,5338.25483,16615394.0,0.906,17.0
Netherlands,2011,1650.0,81.1,63.0,1,8.96,1,0.1,5354.6536,1669374.0,0.911,17.2
Netherlands,2012,1756.0,81.1,62.0,1,9.05,1,0.1,49474.7561,16754962.0,0.921,18.1
Netherlands,2013,1856.0,81.4,6.0,1,8.68,1,0.1,51574.48942,1684432.0,0.922,18.1
Netherlands,2014,1839.0,81.7,58.0,1,0.01,1,0.1,52157.4687,168658.0,0.923,18.1
Netherlands,2015,1873.0,81.9,57.0,1,0.01,1,0.1,44292.88473,16939923.0,0.923,18.1
New Zealand,2000,458.0,78.6,87.0,0,8.91,0,0.1,13641.1272,3573690.0,0.864,17.2
New Zealand,2001,508.0,78.5,83.0,0,8.75,0,0.1,13882.85683,3599090.0,0.868,17.4
New Zealand,2002,467.0,78.7,83.0,0,9.13,0,0.1,16874.31232,3659190.0,0.873,17.5
New Zealand,2003,519.0,79.1,82.0,0,8.91,0,0.1,21913.7817,3729420.0,0.881,18.2
New Zealand,2004,495.0,79.2,79.0,0,9.15,0,0.1,2542.39935,3802510.0,0.884,18.4
New Zealand,2005,514.0,79.9,78.0,0,9.31,0,0.1,2775.89515,3849280.0,0.886,18.9
New Zealand,2006,527.0,79.9,76.0,0,9.34,0,0.1,2667.86452,3898600.0,0.888,19.1
New Zealand,2007,494.0,81.0,76.0,0,9.19,0,0.1,3259.73471,3935450.0,0.891,19.2
New Zealand,2008,520.0,81.0,75.0,0,9.49,0,0.1,31287.77865,3968450.0,0.894,19.5
New Zealand,2009,512.0,85.0,73.0,0,9.24,0,0.1,282.94193,4009980.0,0.895,19.3
New Zealand,2010,536.0,89.0,71.0,0,9.62,0,0.1,33691.34837,4055470.0,0.899,20.3
New Zealand,2011,493.0,86.0,72.0,0,9.47,0,0.1,38426.5581,4090460.0,0.901,19.7
New Zealand,2012,549.0,81.1,7.0,0,9.2,0,0.1,3997.25624,4120870.0,0.904,19.5
New Zealand,2013,513.0,81.3,69.0,0,9.18,0,0.1,42889.88141,4129770.0,0.908,19.3
Nicaragua,2000,363.0,73.0,192.0,4,3.61,5,0.4,116.2743,526796.0,0.562,10.1
Nicaragua,2001,365.0,73.0,193.0,4,3.51,5,0.4,143.6758,5175.0,0.57,10.4
Nicaragua,2002,362.0,75.0,197.0,4,3.5,5,0.4,11.147277,5171734.0,0.577,10.7
Nicaragua,2003,389.0,76.0,198.0,4,3.77,5,0.3,115.565314,524879.0,0.583,11.0
Nicaragua,2004,393.0,71.0,194.0,4,3.81,4,0.3,191.55157,53973.0,0.587,11.0
Nicaragua,2005,391.0,71.2,194.0,3,3.7,4,0.3,1175.116225,5379328.0,0.592,11.0
Nicaragua,2006,319.0,73.0,17.0,3,3.69,4,0.3,124.992617,545211.0,0.597,11.0
Nicaragua,2007,352.0,72.5,173.0,3,3.83,4,0.2,1344.31871,552216.0,0.601,11.0
Nicaragua,2008,384.0,72.5,169.0,3,3.64,3,0.2,1518.85386,559456.0,0.607,11.1
Nicaragua,2009,366.0,73.2,163.0,3,3.36,3,0.2,1464.497754,5666581.0,0.613,11.3
Nicaragua,2010,351.0,73.2,154.0,3,3.38,3,0.1,1526.497938,5737723.0,0.614,11.4
Nicaragua,2011,369.0,74.5,147.0,3,3.39,3,0.1,1682.957924,58782.0,0.62,11.5
Nicaragua,2012,316.0,73.9,157.0,2,3.63,3,0.1,1792.3845,587718.0,0.625,11.5
Nicaragua,2013,351.0,73.9,157.0,2,3.58,3,0.1,1847.19849,5945747.0,0.63,11.5
Nicaragua,2014,311.0,74.5,148.0,2,3.55,3,0.1,1975.46477,613997.0,0.636,11.6
Nicaragua,2015,315.0,74.8,145.0,2,3.55,2,0.1,295.966488,68235.0,0.642,11.7
Norway,2000,541.0,78.5,85.0,0,5.67,0,0.1,38146.71539,449967.0,0.911,17.1
Norway,2001,549.0,78.8,82.0,0,5.49,0,0.1,38549.58934,4513751.0,0.917,17.5
Norway,2002,494.0,78.9,81.0,0,5.89,0,0.1,4361.1538,4538159.0,0.916,17.1
Norway,2003,502.0,79.4,78.0,0,6.04,0,0.1,5111.65445,4564855.0,0.918,17.1
Norway,2004,529.0,79.8,77.0,0,6.22,0,0.1,5757.26916,459191.0,0.924,17.5
Norway,2005,533.0,81.0,73.0,0,6.37,0,0.1,66775.3944,4623291.0,0.929,17.6
Norway,2006,532.0,84.0,7.0,0,6.47,0,0.1,74114.69715,466677.0,0.931,17.5
Norway,2007,485.0,85.0,67.0,0,6.6,0,0.1,85128.65759,479153.0,0.934,17.6
Norway,2008,505.0,86.0,67.0,0,6.75,0,0.1,9688.5961,4768212.0,0.936,17.6
Norway,2009,573.0,89.0,67.0,0,6.68,0,0.1,817.77681,4828726.0,0.936,17.4
Norway,2010,548.0,81.0,66.0,0,6.59,0,0.1,87646.75346,4889252.0,0.936,17.4
Norway,2011,598.0,81.1,67.0,0,6.53,0,0.1,1574.9861,495388.0,0.939,17.6
Norway,2012,515.0,81.3,61.0,0,6.21,0,0.1,11563.727,518573.0,0.941,17.6
Norway,2013,554.0,81.5,62.0,0,6.21,0,0.1,1291.435,579623.0,0.942,17.5
Norway,2014,548.0,81.6,61.0,0,6.06,0,0.1,975.49856,5137232.0,0.945,17.7
Norway,2015,590.0,81.8,59.0,0,5.97,0,0.1,7455.24654,518867.0,0.948,17.7
Oman,2009,13.0,75.4,18.0,1,0.56,1,0.1,16784.34616,2607549.0,0.782,12.4
Oman,2010,13.0,75.6,16.0,1,0.56,1,0.1,1928.74739,2748440.0,0.797,13.5
Oman,2014,7.0,76.4,11.0,1,0.4,1,0.1,2458.45226,3631098.0,0.796,13.7
Panama,2000,143.0,75.7,121.0,2,5.58,2,0.2,46.29935,33347.0,0.716,12.1
Panama,2001,162.0,75.5,124.0,2,5.43,2,0.1,446.372833,389684.0,0.721,12.4
Panama,2002,160.0,75.7,125.0,1,5.52,2,0.2,4126.14671,3149265.0,0.725,12.6
Panama,2003,195.0,75.5,126.0,1,5.52,2,0.1,4267.13578,329174.0,0.728,12.8
Panama,2004,186.0,75.8,123.0,1,5.69,2,0.2,4591.892776,3269541.0,0.733,12.8
Panama,2005,172.0,75.8,122.0,1,5.53,2,0.1,4916.54886,333465.0,0.74,12.9
Panama,2006,185.0,76.2,125.0,1,5.72,2,0.1,5348.518399,339195.0,0.744,12.9
Panama,2007,171.0,76.4,124.0,1,6.16,2,0.2,668.8667,345387.0,0.743,12.9
Panama,2008,186.0,76.5,127.0,1,6.74,2,0.1,6973.9284,3516268.0,0.75,12.8
Panama,2009,177.0,76.8,127.0,1,6.87,2,0.1,7429.628274,3579385.0,0.755,12.8
Panama,2010,151.0,76.5,122.0,1,6.94,2,0.1,7937.259931,3643222.0,0.756,12.8
Panama,2011,144.0,77.3,121.0,1,6.9,1,0.1,927.723171,377782.0,0.758,12.9
Panama,2012,135.0,77.2,12.0,1,6.95,1,0.1,1589.82713,3772938.0,0.765,12.8
Panama,2013,130.0,77.5,118.0,1,6.89,1,0.1,11685.97983,3838462.0,0.773,12.9
Panama,2014,147.0,77.6,119.0,1,6.74,1,0.1,12593.7374,393986.0,0.78,13.0
Panama,2015,110.0,77.8,118.0,1,6.74,1,0.1,13134.4367,3969249.0,0.785,13.0
Paraguay,2000,154.0,79.0,172.0,4,6.78,5,0.1,1545.626423,5327.0,0.625,11.6
Paraguay,2001,152.0,71.2,17.0,4,6.66,5,0.1,1417.26582,546624.0,0.624,11.8
Paraguay,2002,177.0,71.5,168.0,4,5.66,4,0.1,1148.229882,558611.0,0.632,12.2
Paraguay,2003,174.0,71.7,166.0,4,6.64,4,0.1,1174.779347,56795.0,0.642,12.7
Paraguay,2004,234.0,71.9,165.0,3,6.2,4,0.2,148.527976,57374.0,0.639,12.1
Paraguay,2005,239.0,72.1,163.0,3,6.38,4,0.2,157.145691,5795494.0,0.646,12.3
Paraguay,2006,251.0,72.3,161.0,3,5.61,4,0.2,189.71539,5882796.0,0.648,12.1
Paraguay,2007,227.0,72.5,159.0,3,5.61,4,0.1,2312.192926,5966159.0,0.649,12.0
Paraguay,2008,222.0,72.7,157.0,3,6.14,4,0.1,359.992184,647117.0,0.654,11.9
Paraguay,2009,283.0,73.0,155.0,3,5.39,3,0.1,2599.596259,6127837.0,0.663,12.1
Paraguay,2010,223.0,73.2,152.0,3,5.65,3,0.1,3225.591754,629877.0,0.664,12.4
Paraguay,2011,298.0,73.4,15.0,3,5.79,3,0.1,3988.11894,6293783.0,0.675,12.3
Paraguay,2012,275.0,73.6,148.0,3,5.36,3,0.1,3855.537735,6379219.0,0.679,12.3
Paraguay,2013,323.0,73.8,148.0,3,5.03,3,0.2,4479.95858,646574.0,0.679,12.3
Paraguay,2014,379.0,73.9,147.0,3,0.01,3,0.2,4712.822736,6552584.0,0.688,12.3
Peru,2000,227.0,71.4,154.0,18,4.59,24,0.5,1996.719689,25914879.0,0.674,13.5
Peru,2001,224.0,72.4,142.0,17,4.22,22,0.5,1981.243653,26261363.0,0.677,13.4
Peru,2002,250.0,72.6,144.0,16,4.03,20,0.4,259.192958,2661467.0,0.686,13.9
Peru,2003,235.0,72.1,152.0,15,4.5,19,0.4,218.25997,26937738.0,0.686,13.3
Peru,2004,219.0,72.2,151.0,14,4.27,18,0.4,2448.143899,27273194.0,0.685,12.8
Peru,2005,198.0,72.8,148.0,13,4.44,16,0.4,2754.7829,276141.0,0.692,13.0
Peru,2006,229.0,74.2,134.0,12,4.22,15,0.4,3171.49856,27949944.0,0.693,13.0
Peru,2007,407.0,74.0,133.0,11,4.29,15,0.3,3611.2147,28292724.0,0.696,13.2
Peru,2008,403.0,73.9,138.0,11,4.85,14,0.3,428.87811,2864198.0,0.7,13.2
Peru,2009,150.0,73.8,14.0,10,4.69,13,0.3,4166.93387,29157.0,0.706,13.3
Peru,2010,261.0,73.7,14.0,10,4.72,12,0.2,522.493191,29373646.0,0.708,13.3
Peru,2011,478.0,74.5,133.0,9,4.83,12,0.2,5771.565878,29759989.0,0.721,13.4
Peru,2012,591.0,74.9,129.0,9,5.14,11,0.1,6387.785281,3158966.0,0.725,13.4
Peru,2013,344.0,75.3,125.0,8,5.38,11,0.1,6583.116248,3565716.0,0.731,13.4
Peru,2014,402.0,75.3,125.0,8,0.01,10,0.1,6491.5245,3973354.0,0.735,13.4
Peru,2015,264.0,75.5,123.0,8,0.01,10,0.1,63.343259,31376671.0,0.737,13.4
Philippines,2000,1403.0,66.8,219.0,69,4.73,90,0.1,138.91977,77991569.0,0.618,11.4
Philippines,2001,1204.0,66.8,221.0,68,4.54,89,0.1,957.287441,79665315.0,0.622,11.4
Philippines,2002,1301.0,66.8,221.0,68,4.42,89,0.1,1.68135,813526.0,0.625,11.4
Philippines,2003,1544.0,67.2,217.0,67,4.44,87,0.1,11.553196,8331954.0,0.631,11.6
Philippines,2006,1788.0,67.3,219.0,63,4.08,82,0.1,1391.772325,8789419.0,0.646,11.5
Philippines,2007,1698.0,67.5,216.0,62,4.19,80,0.1,1672.685433,8929349.0,0.648,11.4
Philippines,2008,1820.0,67.5,217.0,60,4.21,78,0.1,1919.466195,9751864.0,0.655,11.5
Philippines,2009,2074.0,68.0,219.0,59,4.42,76,0.1,1825.341521,9222879.0,0.661,11.7
Philippines,2010,2116.0,67.9,218.0,58,4.85,74,0.1,2129.499242,93726624.0,0.662,11.4
Philippines,2011,2449.0,68.0,218.0,57,4.96,72,0.1,2352.518156,9527794.0,0.669,11.5
Poland,2000,5841.0,73.7,153.0,3,8.4,4,0.1,4492.72764,38258629.0,0.777,14.6
Poland,2001,5855.0,74.2,149.0,3,7.74,3,0.1,4981.198619,3824876.0,0.784,14.7
Poland,2002,5925.0,74.5,145.0,3,8.02,3,0.1,5196.932921,3823364.0,0.79,15.0
Poland,2003,5836.0,74.7,142.0,3,9.06,3,0.1,5693.52416,382457.0,0.796,15.3
Poland,2004,6072.0,74.9,143.0,2,9.19,3,0.1,6681.178818,38182222.0,0.8,15.5
Poland,2005,6045.0,75.0,144.0,2,9.5,3,0.1,821.251569,38165445.0,0.797,14.8
Poland,2006,5805.0,75.2,144.0,2,10.4,3,0.1,94.7726,38141267.0,0.803,15.0
Poland,2007,5284.0,75.3,144.0,2,10.9,3,0.1,1126.31852,381256.0,0.808,15.0
Poland,2008,5682.0,75.5,14.0,2,11.4,3,0.1,141.44688,38125759.0,0.813,15.0
Poland,2009,6477.0,75.7,136.0,2,10.7,3,0.1,11527.59323,3815163.0,0.818,15.1
Poland,2010,6357.0,76.3,13.0,2,10.59,2,0.1,12599.52486,3842794.0,0.822,15.1
Poland,2011,6113.0,76.7,128.0,2,10.93,2,0.1,13893.18768,3863255.0,0.829,15.4
Poland,2012,6368.0,76.8,125.0,2,10.81,2,0.1,13145.1484,3863164.0,0.834,15.3
Poland,2013,6218.0,77.1,12.0,2,11.63,2,0.1,1378.54911,384196.0,0.838,15.4
Poland,2014,5934.0,77.3,12.0,2,10.71,2,0.1,14341.675,3811735.0,0.85,16.4
Poland,2015,5420.0,77.5,117.0,2,10.71,2,0.1,12565.9876,37986412.0,0.852,16.4
Portugal,2000,524.0,76.6,11.0,1,11.89,1,0.1,1152.39681,1289898.0,0.777,15.5
Portugal,2001,761.0,76.9,11.0,1,12.22,1,0.1,11729.14616,1362722.0,0.782,15.7
Portugal,2002,1210.0,77.2,17.0,1,12.0,1,0.1,12882.28897,1419631.0,0.788,15.9
Portugal,2003,1156.0,77.3,15.0,0,14.21,1,0.1,15772.7334,1458821.0,0.789,15.8
Portugal,2007,1020.0,78.7,94.0,0,12.57,0,0.1,2278.5845,1542964.0,0.797,15.4
Portugal,2008,1038.0,79.0,92.0,0,12.35,0,0.1,24815.6884,1558177.0,0.804,15.8
Portugal,2009,1025.0,79.3,9.0,0,12.03,0,0.1,2363.97161,1568247.0,0.809,16.0
Portugal,2010,1099.0,79.6,88.0,0,12.25,0,0.1,22538.6548,15731.0,0.812,16.0
Portugal,2011,1017.0,82.0,85.0,0,11.92,0,0.1,23196.18375,155756.0,0.818,16.2
Portugal,2012,1076.0,83.0,81.0,0,11.96,0,0.1,2577.4264,1514844.0,0.824,16.3
Portugal,2013,1052.0,86.0,79.0,0,10.0,0,0.1,21618.73534,1457295.0,0.827,16.3
Portugal,2014,1222.0,89.0,78.0,0,9.88,0,0.1,2277.53613,14162.0,0.837,16.8
Qatar,2001,23.0,76.3,87.0,0,0.76,0,0.1,2843.63635,539483.0,0.809,12.6
Qatar,2004,21.0,76.6,84.0,0,1.11,0,0.1,41818.35256,697191.0,0.826,13.5
Qatar,2005,17.0,76.6,84.0,0,1.18,0,0.1,51488.49529,796618.0,0.83,13.7
Qatar,2006,29.0,76.6,83.0,0,1.28,0,0.1,6256.55926,940090.0,0.835,13.7
Qatar,2007,41.0,76.7,83.0,0,1.24,0,0.1,675.61258,1115479.0,0.83,12.6
Qatar,2008,33.0,76.8,82.0,0,1.37,0,0.1,82967.37228,1310465.0,0.825,11.7
Qatar,2009,44.0,77.0,79.0,0,1.11,0,0.1,61478.23813,1506649.0,0.828,11.8
Qatar,2010,47.0,77.3,76.0,0,1.16,0,0.1,736.22784,1689592.0,0.825,12.0
Qatar,2011,50.0,77.5,74.0,0,1.16,0,0.1,85948.746,1854081.0,0.827,12.4
Qatar,2012,43.0,77.8,72.0,0,1.13,0,0.1,88564.82298,2003149.0,0.837,13.4
Qatar,2013,37.0,77.9,7.0,0,1.2,0,0.1,8834.87958,2135349.0,0.843,13.4
Qatar,2014,55.0,78.1,69.0,0,1.15,0,0.1,86852.7119,2251682.0,0.854,13.4
Qatar,2015,66.0,78.2,68.0,0,1.15,0,0.1,66346.52267,2354147.0,0.855,13.4
Republic of Korea,2000,6444.0,76.0,116.0,4,10.33,4,0.1,66346.52267,44271743.0,0.855,13.4
Republic of Korea,2001,6911.0,76.7,17.0,3,11.45,4,0.1,66346.52267,44710865.0,0.855,13.4
Republic of Korea,2002,8611.0,77.1,99.0,3,9.55,4,0.1,66346.52267,45110041.0,0.855,13.4
Republic of Korea,2003,10898.0,77.6,95.0,3,9.66,3,0.1,66346.52267,45455888.0,0.855,13.4
Republic of Korea,2004,11492.0,78.2,89.0,3,9.18,3,0.1,66346.52267,45779970.0,0.855,13.4
Republic of Korea,2005,12011.0,78.7,84.0,2,9.03,3,0.1,66346.52267,46151884.0,0.855,13.4
Republic of Korea,2006,10653.0,79.4,79.0,2,8.83,2,0.1,66346.52267,46513964.0,0.855,13.4
Republic of Korea,2007,12174.0,79.8,77.0,2,9.05,2,0.1,66346.52267,46814207.0,0.855,13.4
Republic of Korea,2008,12858.0,83.0,75.0,2,9.31,2,0.1,66346.52267,47101747.0,0.855,13.4
Republic of Korea,2009,15402.0,86.0,75.0,2,8.97,2,0.1,66346.52267,47380017.0,0.855,13.4
Republic of Korea,2010,15558.0,87.0,74.0,2,9.23,2,0.1,66346.52267,47598615.0,0.855,13.4
Republic of Korea,2011,15906.0,81.1,72.0,2,9.34,2,0.1,66346.52267,47798017.0,0.855,13.4
Republic of Korea,2012,14159.0,81.2,69.0,1,9.56,2,0.1,66346.52267,48020985.0,0.855,13.4
Republic of Korea,2013,14426.0,81.7,68.0,1,9.33,2,0.1,66346.52267,48248224.0,0.855,13.4
Republic of Korea,2014,13834.0,82.0,66.0,1,0.01,2,0.1,66346.52267,48465917.0,0.855,13.4
Republic of Korea,2015,13510.0,82.3,64.0,1,0.01,2,0.1,66346.52267,48671752.0,0.855,13.4
Republic of Moldova,2000,544.0,67.1,235.0,1,9.89,2,0.1,66346.52267,3429938.0,0.855,13.4
Republic of Moldova,2001,622.0,67.6,228.0,1,10.98,1,0.1,66346.52267,3431822.0,0.855,13.4
Republic of Moldova,2002,583.0,67.5,225.0,1,6.71,1,0.1,66346.52267,3432661.0,0.855,13.4
Republic of Moldova,2003,620.0,67.6,226.0,1,8.15,1,0.1,66346.52267,3429646.0,0.855,13.4
Republic of Moldova,2004,603.0,68.0,225.0,1,12.27,1,0.1,66346.52267,3423072.0,0.855,13.4
Republic of Moldova,2005,631.0,67.3,248.0,1,10.78,1,0.1,66346.52267,3413927.0,0.855,13.4
Republic of Moldova,2006,637.0,68.0,242.0,1,8.36,1,0.1,66346.52267,3401676.0,0.855,13.4
Republic of Moldova,2007,562.0,68.3,237.0,1,9.66,1,0.1,66346.52267,3391098.0,0.855,13.4
Republic of Moldova,2008,620.0,68.9,228.0,1,9.07,1,0.1,66346.52267,3382884.0,0.855,13.4
Republic of Moldova,2009,651.0,69.0,218.0,1,8.45,1,0.1,66346.52267,3376100.0,0.855,13.4
Republic of Moldova,2010,676.0,68.8,219.0,1,8.25,1,0.1,66346.52267,3370322.0,0.855,13.4
Republic of Moldova,2011,502.0,77.0,177.0,1,9.45,1,0.1,66346.52267,3366699.0,0.855,13.4
Republic of Moldova,2012,571.0,79.0,175.0,1,10.68,1,0.1,66346.52267,3365119.0,0.855,13.4
Republic of Moldova,2013,576.0,71.7,163.0,1,10.49,1,0.1,66346.52267,3363814.0,0.855,13.4
